,x,y,a,b,c,d,L
0,-1.2005439629784722,-1.3992996484908544,-0.5374828140850577,-2.062360797384269,-0.2930392600850577,-2.363467808384269,1
1,-0.6006650884001943,-1.434756787751697,-1.1731704553972946,-0.8622514207545966,-0.9328278153972946,-1.1795497387545966,1
2,-0.3822332169752757,-0.3053992066958098,-1.1917744925292055,0.50414206885812,-0.9845643345292054,0.15079679285811992,1
3,-0.38486558505209245,-1.3415528631847078,-1.2137213940151004,-0.5126970542217,-0.9873585390151004,-0.8163256932217,1
4,0.4848611029220607,0.17901860386352703,-0.5730536390897023,1.23693334587529,-0.3284477710897023,0.91552707187529,1
5,0.5626517708401673,-0.3197858113157591,0.27731757522483996,-0.03445161570043187,0.5498977722248399,-0.27565274970043174,1
6,-0.5602080404606408,1.8401209178550784,0.49601764011408045,0.7838952372803571,0.7308363661140804,0.4334047962803571,1
7,-1.0007418551187945,-0.7201920678553111,-0.4955732567418818,-1.2253606662322238,-0.2535788877418818,-1.468417814232224,1
8,0.03622475294447158,2.3463976189327456,0.7045124535320673,1.67810991834515,0.9573194975320672,1.40791707334515,1
9,-1.1995935002951537,1.3794819983749473,0.06048001037494724,0.11940848770484647,0.30901699437494723,-0.1510565162951536,1
10,-0.42995811333024236,0.5012690565463006,0.5240181334535559,-0.4527071902374976,0.7810971994535558,-0.6852137842374976,1
11,-0.7948439727429507,1.0691494148184693,-0.8303811899371294,1.1046866320126478,-0.5831749019371294,0.8557925310126477,1
12,0.0395158545764695,0.2958567397935339,-1.0025327231713377,1.3379053175413411,-0.7413279211713377,1.0559916835413412,1
13,-0.8453877427034442,1.5927598339991893,0.2825878058800226,0.4647842854157225,0.5201951898800226,0.14040860841572256,1
14,0.7890381954282716,-0.014972656224055483,-0.1461980134706865,0.9202635526749026,0.06279051952931351,0.6014424166749025,1
15,-0.20934917827080038,0.12442756669610622,0.7478979980988584,-0.8328196096735525,0.9991228300988584,-1.1074474556735527,1
16,0.08808201940019461,1.3775059449430458,0.6605873863972945,0.8050005779459459,0.9328278153972945,0.5419870049459459,1
17,-0.3644234958403455,2.146415203949735,0.7673899724773156,1.014601735632074,0.9898755634773155,0.7154517456320739,1
18,-1.01639208440452,1.9381868141601926,0.39038078830184886,0.5314139414538236,0.6309466603018489,0.2624946184538236,1
19,-0.5127420930652505,-1.2159619234463892,-1.1914476283390667,-0.5372563881725732,-0.9597072623390668,-0.8480853521725731,1
20,0.38651199558888316,-0.14326997530753582,-0.742157713602365,0.9853997338837124,-0.525268604602365,0.6626124798837124,1
21,0.4919834074773941,1.8837164306311904,0.4179691883588583,1.9577306497497262,0.6691306063588583,1.6894028567497261,1
22,-0.3266227396658521,-1.5890625047422273,-1.0568747523996036,-0.8588104920084757,-0.7971942873996035,-1.1265275160084758,1
23,0.05642958739412535,-1.8029718786496018,-0.9892736026861457,-0.7572686885693307,-0.7387826246861458,-1.0315251555693308,1
24,0.2087201872625157,-0.1500389518224945,0.4230450442780833,-0.36436380883806213,0.6626047872780834,-0.680707156838062,1
25,0.6007050791936521,2.1076274657441267,0.2576179567815067,2.4507145881562726,0.5144395337815066,2.1861147021562726,1
26,0.7421894075681934,1.6851042930296385,-0.02307160607794531,2.4503653066757773,0.2120071099220547,2.107743315675777,1
27,-0.9575233888038037,-1.458488627957081,-0.673868424384152,-1.742143592376733,-0.40579005338415186,-1.9873460563767327,1
28,-0.9864580878800401,-0.3288606661122362,-0.5068888855551619,-0.8084298684371144,-0.27256620155516187,-1.1124356194371146,1
29,0.019246862358622774,0.6467977002423726,-0.9909545913056534,1.6569991539066489,-0.7598030153056534,1.3285714859066489,1
30,-1.1895521869629884,-0.9106464165025961,-0.0541968254375888,-2.0460017780279958,0.14608302856241118,-2.3744020730279956,1
31,-0.5620269953565427,0.4702301754896363,-1.028681891670793,0.9368850718038866,-0.7486509406707929,0.7709490528038867,1
32,0.4080238994501071,0.3510363994647282,-0.6797370084362191,1.4387973073510545,-0.3883360814362191,1.1784725873510544,1
33,0.39875068970344396,-1.2704514902004873,-0.7292248588800229,-0.1424759416170206,-0.5201951898800229,-0.3795746456170206,1
34,-0.05415904295305801,0.7993149743578869,0.4636906030238662,0.28146532838096266,0.7618740610238662,0.06703902138096268,1
35,-1.2270359727080784,-0.2602972230556269,-0.4126445451232768,-1.0746886506404287,-0.1708974021232768,-1.3551204176404286,1
36,-0.24739700154381516,-0.20393531188350977,-1.0061911122848142,0.5548587988574891,-0.7989895652848141,0.23886932485748918,1
37,0.5121963493317392,-0.07765168321724106,-0.4543082346189795,0.8888529007334777,-0.18919919761897955,0.7092075247334777,1
38,0.47263726552818847,0.502551707697077,-0.1554260654223612,1.1306150386476266,0.15648306657763877,0.7993557366476268,1
39,-0.7480178649808513,-0.22697513147793313,-0.8874650696236277,-0.08752792683515681,-0.6310956886236276,-0.3114623498351569,1
40,-0.2269971266989285,2.3460445120454008,0.7389374047114643,1.3801099806350081,0.9994385817114643,1.150945847635008,1
